Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Income Less than 20K (percent),Income 20K to 35K (percent),Income 35K to 50K (percent),Income 50K to 75K (percent),Income 75K to 100K (percent),Income 100K to 125K (percent),Income 125K to 150K (percent),Income 150K to 200K (percent),Income More than 200K (percent),No High School Diploma (percent),High School Diploma (percent),Some College (percent),Bachelor's Degree (percent),Graduate Degree (percent),White (percent),Black (percent),Indian (percent),Asian (percent),Islander (percent),Other Race (percent),Multiple Races (percent),Hispanic (percent),With Kids (percent),With No Kids (percent),With Kids under 6 years (percent),With Kids between 6-17 years (percent),Purpose HBW (percent),Purpose HBO (percent),Purpose NHB (percent)
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),23: 10pm (10pm-11pm),21,0.164,0.152,0.111,0.204,0.112,0.124,0.043,0.053,0.037,0.066,0.277,0.286,0.215,0.156,0.854,0.031,0.005,0.065,0.000,0.020,0.025,0.066,0.299,0.701,0.127,0.243,0.000,0.790,0.210
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,3: Wednesday (W-W),24: 11pm (11pm-12am),9,0.179,0.158,0.080,0.142,0.142,0.087,0.071,0.085,0.056,0.085,0.293,0.241,0.240,0.141,0.914,0.050,0.000,0.012,0.000,0.010,0.014,0.044,0.354,0.646,0.123,0.282,0.000,0.286,0.714
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),00: All Day (12am-12am),2469,0.125,0.114,0.115,0.171,0.137,0.104,0.067,0.076,0.091,0.081,0.258,0.245,0.239,0.177,0.875,0.034,0.003,0.053,0.000,0.016,0.019,0.053,0.337,0.663,0.129,0.268,0.000,0.179,0.821
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),01: 12am (12am-1am),3,0.173,0.126,0.094,0.329,0.118,0.137,0.023,0.000,0.000,0.077,0.249,0.239,0.304,0.131,0.923,0.023,0.018,0.010,0.000,0.000,0.026,0.014,0.041,0.959,0.008,0.033,0.000,1.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),03: 2am (2am-3am),4,0.146,0.139,0.081,0.239,0.076,0.091,0.055,0.057,0.116,0.038,0.148,0.214,0.313,0.287,0.792,0.032,0.001,0.146,0.000,0.011,0.018,0.051,0.146,0.854,0.076,0.088,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),05: 4am (4am-5am),10,0.048,0.069,0.661,0.094,0.047,0.040,0.021,0.009,0.011,0.070,0.366,0.244,0.218,0.102,0.887,0.078,0.000,0.008,0.005,0.006,0.016,0.095,0.347,0.653,0.128,0.268,0.000,0.412,0.588
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),06: 5am (5am-6am),221,0.107,0.113,0.113,0.192,0.143,0.114,0.073,0.068,0.077,0.089,0.270,0.245,0.231,0.165,0.896,0.024,0.001,0.051,0.000,0.009,0.019,0.042,0.352,0.648,0.140,0.278,0.000,0.266,0.734
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),07: 6am (6am-7am),137,0.128,0.106,0.102,0.171,0.123,0.100,0.056,0.075,0.139,0.072,0.274,0.234,0.237,0.183,0.848,0.050,0.004,0.058,0.000,0.016,0.024,0.060,0.350,0.650,0.121,0.284,0.000,0.197,0.803
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),08: 7am (7am-8am),78,0.107,0.132,0.140,0.169,0.126,0.115,0.046,0.075,0.090,0.059,0.207,0.251,0.245,0.238,0.882,0.036,0.002,0.041,0.000,0.023,0.016,0.077,0.301,0.699,0.119,0.244,0.000,0.115,0.885
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),09: 8am (8am-9am),28,0.217,0.141,0.098,0.148,0.125,0.054,0.071,0.079,0.067,0.110,0.287,0.222,0.192,0.189,0.803,0.073,0.003,0.061,0.000,0.013,0.047,0.018,0.372,0.628,0.150,0.303,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),10: 9am (9am-10am),25,0.099,0.107,0.100,0.160,0.163,0.091,0.061,0.089,0.130,0.063,0.207,0.230,0.269,0.231,0.921,0.022,0.001,0.033,0.001,0.009,0.013,0.047,0.262,0.738,0.108,0.195,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),11: 10am (10am-11am),113,0.090,0.105,0.109,0.155,0.146,0.139,0.075,0.089,0.092,0.059,0.273,0.272,0.238,0.158,0.905,0.029,0.011,0.029,0.000,0.011,0.015,0.044,0.334,0.666,0.142,0.261,0.000,0.029,0.971
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),12: 11am (11am-12noon),154,0.120,0.114,0.108,0.178,0.147,0.114,0.069,0.059,0.091,0.092,0.271,0.254,0.243,0.140,0.877,0.028,0.003,0.061,0.000,0.016,0.015,0.052,0.357,0.643,0.134,0.284,0.000,0.095,0.905
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),13: 12pm (12noon-1pm),261,0.130,0.118,0.128,0.170,0.136,0.118,0.070,0.071,0.059,0.083,0.262,0.261,0.235,0.159,0.866,0.036,0.003,0.055,0.000,0.022,0.018,0.051,0.312,0.688,0.122,0.249,0.000,0.059,0.941
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),14: 1pm (1pm-2pm),207,0.141,0.123,0.115,0.179,0.142,0.088,0.062,0.066,0.084,0.088,0.264,0.248,0.228,0.172,0.904,0.024,0.003,0.032,0.000,0.021,0.016,0.056,0.315,0.685,0.113,0.253,0.000,0.041,0.959
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),15: 2pm (2pm-3pm),199,0.135,0.120,0.123,0.195,0.134,0.098,0.065,0.059,0.071,0.091,0.268,0.266,0.218,0.157,0.867,0.047,0.005,0.048,0.000,0.014,0.019,0.054,0.334,0.666,0.137,0.256,0.000,0.098,0.902
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),16: 3pm (3pm-4pm),184,0.113,0.099,0.105,0.152,0.149,0.106,0.074,0.083,0.119,0.069,0.233,0.252,0.256,0.190,0.891,0.033,0.002,0.045,0.000,0.013,0.016,0.052,0.340,0.660,0.114,0.281,0.000,0.212,0.788
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),17: 4pm (4pm-5pm),167,0.138,0.127,0.130,0.171,0.119,0.101,0.057,0.061,0.096,0.080,0.266,0.254,0.226,0.174,0.890,0.021,0.001,0.066,0.000,0.009,0.013,0.041,0.323,0.677,0.108,0.266,0.000,0.138,0.862
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),18: 5pm (5pm-6pm),158,0.134,0.106,0.121,0.187,0.126,0.095,0.059,0.088,0.084,0.087,0.258,0.236,0.234,0.185,0.848,0.035,0.003,0.071,0.004,0.013,0.026,0.043,0.351,0.649,0.134,0.272,0.000,0.222,0.778
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),19: 6pm (6pm-7pm),168,0.133,0.110,0.127,0.172,0.150,0.098,0.063,0.075,0.072,0.068,0.265,0.254,0.243,0.170,0.891,0.022,0.003,0.043,0.000,0.016,0.025,0.043,0.372,0.628,0.151,0.301,0.000,0.162,0.838
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),20: 7pm (7pm-8pm),139,0.097,0.102,0.096,0.149,0.135,0.106,0.082,0.110,0.123,0.074,0.219,0.205,0.280,0.222,0.857,0.029,0.002,0.077,0.000,0.017,0.018,0.065,0.344,0.656,0.130,0.275,0.000,0.255,0.745
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),21: 8pm (8pm-9pm),143,0.146,0.131,0.108,0.167,0.130,0.092,0.062,0.080,0.084,0.093,0.281,0.231,0.232,0.163,0.862,0.046,0.005,0.041,0.000,0.028,0.018,0.064,0.365,0.635,0.146,0.287,0.000,0.459,0.541
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),22: 9pm (9pm-10pm),29,0.151,0.106,0.068,0.163,0.117,0.100,0.069,0.092,0.134,0.054,0.223,0.224,0.261,0.238,0.858,0.066,0.001,0.043,0.000,0.014,0.018,0.104,0.325,0.675,0.157,0.214,0.000,0.515,0.485
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),23: 10pm (10pm-11pm),19,0.211,0.123,0.092,0.134,0.095,0.095,0.056,0.079,0.115,0.112,0.229,0.191,0.235,0.233,0.787,0.101,0.001,0.082,0.000,0.011,0.018,0.043,0.220,0.780,0.080,0.182,0.000,0.479,0.521
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,4: Thursday (Th-Th),24: 11pm (11pm-12am),22,0.101,0.102,0.115,0.178,0.188,0.081,0.104,0.075,0.056,0.082,0.285,0.266,0.217,0.150,0.867,0.013,0.001,0.093,0.000,0.019,0.007,0.093,0.399,0.601,0.131,0.327,0.000,0.638,0.362
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),00: All Day (12am-12am),2416,0.129,0.126,0.118,0.178,0.135,0.098,0.063,0.067,0.086,0.085,0.260,0.253,0.231,0.171,0.866,0.040,0.003,0.057,0.000,0.016,0.018,0.058,0.330,0.670,0.129,0.259,0.002,0.147,0.851
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),02: 1am (1am-2am),5,0.151,0.114,0.060,0.183,0.283,0.130,0.000,0.079,0.000,0.071,0.269,0.213,0.368,0.079,0.944,0.010,0.000,0.023,0.000,0.004,0.019,0.000,0.347,0.653,0.111,0.291,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),05: 4am (4am-5am),15,0.085,0.214,0.207,0.218,0.132,0.088,0.022,0.022,0.012,0.094,0.360,0.319,0.137,0.090,0.911,0.038,0.005,0.009,0.000,0.016,0.021,0.053,0.288,0.712,0.168,0.176,0.000,0.666,0.334
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),06: 5am (5am-6am),196,0.109,0.117,0.108,0.173,0.142,0.108,0.071,0.080,0.092,0.068,0.241,0.264,0.228,0.199,0.884,0.027,0.003,0.061,0.000,0.007,0.018,0.036,0.346,0.654,0.131,0.279,0.000,0.265,0.735
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),07: 6am (6am-7am),178,0.144,0.112,0.110,0.164,0.133,0.094,0.067,0.070,0.106,0.092,0.253,0.255,0.210,0.190,0.861,0.053,0.003,0.043,0.000,0.019,0.021,0.073,0.330,0.670,0.127,0.267,0.000,0.162,0.838
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),08: 7am (7am-8am),54,0.207,0.161,0.134,0.200,0.107,0.063,0.052,0.047,0.029,0.133,0.233,0.207,0.246,0.181,0.809,0.091,0.002,0.050,0.000,0.034,0.014,0.093,0.245,0.755,0.087,0.196,0.000,0.171,0.829
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),09: 8am (8am-9am),43,0.106,0.118,0.107,0.199,0.192,0.095,0.062,0.058,0.063,0.102,0.308,0.269,0.173,0.148,0.819,0.081,0.001,0.044,0.000,0.030,0.025,0.095,0.282,0.718,0.110,0.221,0.000,0.046,0.954
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),10: 9am (9am-10am),84,0.168,0.135,0.105,0.173,0.136,0.102,0.037,0.062,0.082,0.076,0.258,0.234,0.241,0.191,0.880,0.025,0.007,0.060,0.001,0.005,0.022,0.038,0.248,0.752,0.097,0.194,0.000,0.061,0.939
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),11: 10am (10am-11am),119,0.146,0.135,0.119,0.178,0.142,0.088,0.059,0.068,0.065,0.092,0.284,0.272,0.207,0.145,0.887,0.026,0.002,0.053,0.000,0.013,0.019,0.045,0.332,0.668,0.111,0.281,0.000,0.055,0.945
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),12: 11am (11am-12noon),149,0.133,0.128,0.125,0.180,0.133,0.088,0.059,0.068,0.086,0.093,0.262,0.277,0.224,0.144,0.853,0.052,0.003,0.058,0.000,0.020,0.014,0.061,0.329,0.671,0.130,0.256,0.000,0.041,0.959
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),13: 12pm (12noon-1pm),146,0.129,0.123,0.106,0.195,0.137,0.103,0.052,0.061,0.094,0.072,0.273,0.249,0.230,0.176,0.892,0.028,0.002,0.046,0.000,0.014,0.018,0.050,0.306,0.694,0.107,0.245,0.000,0.038,0.962
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),14: 1pm (1pm-2pm),273,0.146,0.142,0.142,0.192,0.133,0.088,0.048,0.046,0.063,0.089,0.296,0.270,0.200,0.145,0.876,0.044,0.003,0.046,0.000,0.013,0.018,0.051,0.327,0.673,0.126,0.265,0.000,0.071,0.929
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),15: 2pm (2pm-3pm),186,0.110,0.123,0.109,0.181,0.128,0.100,0.080,0.075,0.094,0.085,0.273,0.237,0.244,0.161,0.856,0.048,0.002,0.054,0.000,0.019,0.021,0.064,0.349,0.651,0.137,0.269,0.000,0.097,0.903
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),16: 3pm (3pm-4pm),173,0.120,0.132,0.120,0.188,0.138,0.109,0.061,0.062,0.070,0.089,0.270,0.254,0.237,0.150,0.870,0.036,0.003,0.052,0.000,0.022,0.017,0.062,0.302,0.698,0.138,0.225,0.000,0.116,0.884
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),17: 4pm (4pm-5pm),152,0.113,0.113,0.106,0.176,0.139,0.101,0.057,0.073,0.122,0.074,0.256,0.237,0.253,0.180,0.858,0.036,0.002,0.072,0.000,0.015,0.017,0.049,0.363,0.637,0.125,0.290,0.000,0.123,0.877
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),18: 5pm (5pm-6pm),157,0.109,0.131,0.124,0.159,0.130,0.107,0.074,0.075,0.091,0.082,0.238,0.236,0.259,0.185,0.883,0.031,0.004,0.055,0.000,0.012,0.015,0.042,0.372,0.628,0.144,0.294,0.000,0.111,0.889
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),19: 6pm (6pm-7pm),155,0.142,0.117,0.108,0.159,0.130,0.089,0.072,0.078,0.105,0.072,0.238,0.240,0.260,0.190,0.880,0.025,0.003,0.065,0.000,0.009,0.018,0.086,0.335,0.665,0.130,0.264,0.000,0.150,0.850
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),20: 7pm (7pm-8pm),119,0.108,0.124,0.115,0.169,0.138,0.125,0.068,0.069,0.084,0.100,0.233,0.260,0.225,0.182,0.797,0.064,0.005,0.095,0.000,0.020,0.019,0.075,0.317,0.683,0.131,0.237,0.029,0.345,0.626
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),21: 8pm (8pm-9pm),162,0.151,0.105,0.127,0.192,0.128,0.082,0.064,0.063,0.088,0.078,0.255,0.257,0.237,0.173,0.888,0.020,0.005,0.051,0.001,0.020,0.015,0.053,0.342,0.658,0.153,0.254,0.015,0.302,0.683
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),22: 9pm (9pm-10pm),28,0.104,0.117,0.127,0.196,0.140,0.113,0.071,0.096,0.036,0.067,0.244,0.280,0.251,0.158,0.905,0.021,0.004,0.041,0.010,0.009,0.010,0.047,0.397,0.603,0.188,0.271,0.000,0.530,0.470
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),23: 10pm (10pm-11pm),11,0.094,0.155,0.130,0.155,0.151,0.091,0.069,0.089,0.066,0.081,0.226,0.203,0.254,0.236,0.793,0.031,0.005,0.122,0.000,0.009,0.040,0.026,0.278,0.722,0.108,0.204,0.000,0.318,0.682
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,5: Friday (F-F),24: 11pm (11pm-12am),11,0.135,0.148,0.128,0.162,0.174,0.067,0.041,0.087,0.058,0.087,0.217,0.236,0.259,0.201,0.767,0.045,0.001,0.108,0.000,0.032,0.047,0.160,0.288,0.712,0.135,0.195,0.000,0.628,0.372
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),00: All Day (12am-12am),3293,0.144,0.133,0.124,0.182,0.133,0.095,0.057,0.063,0.069,0.092,0.278,0.249,0.220,0.161,0.870,0.035,0.003,0.054,0.000,0.020,0.018,0.057,0.327,0.673,0.130,0.256,0.001,0.150,0.849
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),01: 12am (12am-1am),4,0.236,0.076,0.098,0.129,0.107,0.079,0.067,0.108,0.100,0.106,0.150,0.179,0.291,0.274,0.819,0.058,0.001,0.064,0.000,0.040,0.018,0.062,0.225,0.775,0.096,0.140,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),02: 1am (1am-2am),6,0.104,0.219,0.120,0.149,0.181,0.160,0.042,0.000,0.025,0.038,0.254,0.306,0.272,0.130,0.976,0.011,0.000,0.002,0.000,0.006,0.005,0.018,0.328,0.672,0.066,0.295,0.000,1.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),03: 2am (2am-3am),2,0.085,0.083,0.182,0.250,0.182,0.119,0.070,0.020,0.009,0.053,0.501,0.275,0.121,0.050,0.987,0.001,0.000,0.003,0.000,0.006,0.003,0.006,0.265,0.735,0.235,0.255,N/A,N/A,N/A
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),05: 4am (4am-5am),16,0.116,0.213,0.075,0.236,0.166,0.081,0.038,0.046,0.029,0.084,0.440,0.237,0.130,0.109,0.951,0.004,0.006,0.000,0.000,0.015,0.024,0.027,0.315,0.685,0.147,0.198,0.000,0.000,1.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),06: 5am (5am-6am),219,0.118,0.123,0.116,0.187,0.133,0.106,0.063,0.068,0.086,0.069,0.246,0.250,0.248,0.187,0.919,0.027,0.002,0.030,0.000,0.006,0.016,0.028,0.351,0.649,0.134,0.277,0.000,0.213,0.787
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),07: 6am (6am-7am),323,0.148,0.108,0.106,0.167,0.126,0.098,0.059,0.075,0.113,0.099,0.237,0.212,0.252,0.200,0.836,0.046,0.002,0.070,0.000,0.025,0.021,0.071,0.318,0.682,0.120,0.252,0.000,0.204,0.796
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),08: 7am (7am-8am),85,0.163,0.142,0.113,0.188,0.159,0.091,0.055,0.050,0.039,0.082,0.282,0.234,0.224,0.178,0.784,0.063,0.008,0.082,0.000,0.037,0.026,0.091,0.284,0.716,0.133,0.207,0.000,0.112,0.888
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),09: 8am (8am-9am),21,0.211,0.142,0.121,0.143,0.173,0.063,0.059,0.048,0.040,0.108,0.276,0.321,0.181,0.114,0.947,0.020,0.002,0.008,0.000,0.007,0.016,0.027,0.354,0.646,0.139,0.268,0.000,0.277,0.723
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),10: 9am (9am-10am),75,0.152,0.134,0.139,0.198,0.128,0.095,0.062,0.049,0.043,0.088,0.299,0.234,0.212,0.167,0.880,0.032,0.002,0.047,0.001,0.023,0.015,0.061,0.300,0.700,0.101,0.245,0.000,0.152,0.848
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),11: 10am (10am-11am),82,0.177,0.155,0.127,0.157,0.135,0.083,0.045,0.044,0.077,0.114,0.297,0.251,0.196,0.142,0.834,0.073,0.006,0.045,0.000,0.021,0.021,0.055,0.326,0.674,0.128,0.263,0.000,0.092,0.908
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),12: 11am (11am-12noon),169,0.124,0.129,0.126,0.174,0.149,0.097,0.057,0.071,0.073,0.071,0.275,0.259,0.227,0.168,0.914,0.030,0.002,0.027,0.000,0.012,0.015,0.037,0.322,0.678,0.119,0.260,0.000,0.023,0.977
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),13: 12pm (12noon-1pm),221,0.151,0.148,0.123,0.165,0.111,0.098,0.061,0.074,0.069,0.107,0.264,0.244,0.216,0.169,0.829,0.040,0.006,0.081,0.000,0.024,0.020,0.062,0.333,0.667,0.134,0.261,0.000,0.062,0.938
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),14: 1pm (1pm-2pm),278,0.162,0.139,0.141,0.178,0.134,0.089,0.052,0.051,0.054,0.088,0.308,0.267,0.208,0.129,0.925,0.021,0.003,0.028,0.000,0.007,0.016,0.033,0.316,0.684,0.129,0.242,0.000,0.065,0.935
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),15: 2pm (2pm-3pm),322,0.148,0.139,0.128,0.193,0.136,0.093,0.056,0.058,0.049,0.088,0.283,0.266,0.216,0.147,0.899,0.025,0.004,0.039,0.000,0.016,0.017,0.044,0.335,0.665,0.132,0.265,0.000,0.087,0.913
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),16: 3pm (3pm-4pm),344,0.150,0.145,0.134,0.190,0.132,0.086,0.049,0.056,0.058,0.097,0.293,0.257,0.209,0.144,0.869,0.031,0.004,0.061,0.000,0.017,0.018,0.056,0.327,0.673,0.131,0.257,0.006,0.076,0.918
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),17: 4pm (4pm-5pm),248,0.142,0.140,0.131,0.186,0.136,0.098,0.057,0.059,0.051,0.101,0.315,0.262,0.193,0.129,0.910,0.018,0.003,0.042,0.000,0.012,0.015,0.046,0.344,0.656,0.140,0.269,0.000,0.131,0.869
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),18: 5pm (5pm-6pm),225,0.154,0.131,0.131,0.209,0.131,0.092,0.054,0.053,0.045,0.100,0.281,0.267,0.203,0.149,0.876,0.040,0.002,0.045,0.000,0.017,0.020,0.050,0.296,0.704,0.127,0.221,0.000,0.097,0.903
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),19: 6pm (6pm-7pm),170,0.130,0.123,0.129,0.189,0.142,0.093,0.067,0.061,0.066,0.108,0.281,0.251,0.208,0.152,0.780,0.041,0.004,0.093,0.001,0.054,0.027,0.129,0.339,0.661,0.146,0.262,0.000,0.174,0.826
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),20: 7pm (7pm-8pm),177,0.124,0.119,0.109,0.168,0.140,0.113,0.067,0.072,0.088,0.087,0.267,0.235,0.234,0.177,0.847,0.031,0.002,0.084,0.000,0.017,0.019,0.059,0.332,0.668,0.125,0.265,0.000,0.260,0.740
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),21: 8pm (8pm-9pm),175,0.121,0.127,0.108,0.169,0.127,0.105,0.064,0.072,0.107,0.076,0.268,0.242,0.218,0.196,0.891,0.026,0.002,0.046,0.000,0.022,0.013,0.046,0.348,0.652,0.134,0.283,0.000,0.272,0.728
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),22: 9pm (9pm-10pm),79,0.127,0.138,0.151,0.171,0.140,0.088,0.031,0.061,0.093,0.076,0.302,0.231,0.217,0.174,0.915,0.013,0.003,0.049,0.000,0.007,0.013,0.036,0.314,0.686,0.120,0.236,0.000,0.528,0.472
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),23: 10pm (10pm-11pm),39,0.187,0.151,0.125,0.145,0.102,0.094,0.061,0.080,0.055,0.091,0.263,0.221,0.273,0.152,0.671,0.137,0.005,0.120,0.001,0.044,0.022,0.106,0.310,0.690,0.129,0.246,0.000,0.431,0.569
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Top of the Mountain,yes,30,no,6: Saturday (Sa-Sa),24: 11pm (11pm-12am),11,0.108,0.136,0.122,0.195,0.135,0.103,0.049,0.093,0.059,0.107,0.272,0.264,0.250,0.107,0.726,0.058,0.004,0.080,0.000,0.096,0.036,0.283,0.308,0.692,0.124,0.239,0.000,0.614,0.386
