Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi),Avg Trip Speed (mph),Avg All Trip Speed (mph),Avg All Trip Circuity,Travel Time 0-10 min (percent),Travel Time 10-20 min (percent),Travel Time 20-30 min (percent),Travel Time 30-40 min (percent),Travel Time 40-50 min (percent),Travel Time 50-60 min (percent),Travel Time 60-70 min (percent),Travel Time 70-80 min (percent),Travel Time 80-90 min (percent),Travel Time 90-100 min (percent),Travel Time 100-110 min (percent),Travel Time 110-120 min (percent),Travel Time 120-130 min (percent),Travel Time 130-140 min (percent),Travel Time 140-150 min (percent),Travel Time 150+ min (percent),Trip Length 0-1 mi (percent),Trip Length 1-2 mi (percent),Trip Length 2-5 mi (percent),Trip Length 5-10 mi (percent),Trip Length 10-20 mi (percent),Trip Length 20-30 mi (percent),Trip Length 30-40 mi (percent),Trip Length 40-50 mi (percent),Trip Length 50-60 mi (percent),Trip Length 60-70 mi (percent),Trip Length 70-80 mi (percent),Trip Length 80-90 mi (percent),Trip Length 90-100 mi (percent),Trip Length 100+ mi (percent),Trip Speed 0-10 mph (percent),Trip Speed 10-20 mph (percent),Trip Speed 20-30 mph (percent),Trip Speed 30-40 mph (percent),Trip Speed 40-50 mph (percent),Trip Speed 50-60 mph (percent),Trip Speed 60-70 mph (percent),Trip Speed 70+ mph (percent),Circuity 1-2 (percent),Circuity 2-3 (percent),Circuity 3-4 (percent),Circuity 4-5 (percent),Circuity 5-6 (percent),Circuity 6+ (percent)
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),09: 8am (8am-9am),74,2479,2534,12.9,12.6,18,18,3.666,0.000,0.120,0.160,0.280,0.160,0.080,0.040,0.080,0.040,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.080,0.520,0.240,0.080,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.120,0.560,0.200,0.120,0.000,0.000,0.000,0.000,0.120,0.640,0.000,0.040,0.040,0.160
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),10: 9am (9am-10am),151,3080,3048,17.0,16.8,17,17,2.563,0.000,0.057,0.244,0.226,0.132,0.151,0.019,0.019,0.038,0.000,0.038,0.000,0.038,0.019,0.000,0.019,0.000,0.000,0.057,0.546,0.264,0.019,0.019,0.000,0.038,0.038,0.000,0.000,0.000,0.019,0.189,0.509,0.226,0.057,0.019,0.000,0.000,0.000,0.377,0.416,0.075,0.113,0.000,0.019
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),11: 10am (10am-11am),187,3625,3548,28.9,27.3,22,21,2.764,0.000,0.129,0.172,0.157,0.100,0.114,0.043,0.071,0.057,0.014,0.057,0.000,0.000,0.000,0.000,0.086,0.000,0.000,0.071,0.343,0.243,0.129,0.086,0.014,0.029,0.000,0.000,0.000,0.014,0.071,0.071,0.515,0.271,0.071,0.043,0.029,0.000,0.000,0.385,0.314,0.100,0.129,0.029,0.043
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),12: 11am (11am-12noon),256,3255,3428,23.0,22.8,20,19,3.122,0.000,0.163,0.153,0.204,0.071,0.082,0.041,0.031,0.051,0.031,0.041,0.031,0.041,0.020,0.020,0.020,0.000,0.000,0.122,0.388,0.235,0.061,0.031,0.031,0.041,0.031,0.010,0.020,0.010,0.020,0.061,0.613,0.204,0.071,0.031,0.020,0.000,0.000,0.327,0.316,0.143,0.082,0.061,0.071
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),13: 12pm (12noon-1pm),231,2984,3081,20.4,20.3,20,19,3.523,0.022,0.099,0.219,0.209,0.077,0.077,0.099,0.022,0.077,0.022,0.022,0.011,0.022,0.000,0.000,0.022,0.000,0.000,0.143,0.384,0.198,0.110,0.066,0.033,0.033,0.011,0.000,0.000,0.000,0.022,0.055,0.505,0.352,0.066,0.000,0.022,0.000,0.000,0.373,0.341,0.088,0.088,0.033,0.077
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),14: 1pm (1pm-2pm),239,2504,2654,12.3,13.3,17,17,3.443,0.011,0.160,0.170,0.212,0.191,0.064,0.011,0.043,0.064,0.021,0.021,0.021,0.000,0.000,0.000,0.011,0.000,0.000,0.106,0.489,0.266,0.032,0.064,0.000,0.032,0.000,0.000,0.000,0.000,0.011,0.085,0.564,0.319,0.011,0.021,0.000,0.000,0.000,0.213,0.298,0.191,0.160,0.053,0.085
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),15: 2pm (2pm-3pm),242,3152,3155,20.1,19.6,19,19,3.206,0.000,0.146,0.181,0.180,0.157,0.056,0.079,0.034,0.045,0.022,0.011,0.011,0.022,0.000,0.011,0.045,0.000,0.000,0.090,0.462,0.213,0.101,0.011,0.045,0.011,0.011,0.011,0.000,0.011,0.034,0.124,0.471,0.270,0.124,0.011,0.000,0.000,0.000,0.236,0.347,0.169,0.135,0.034,0.079
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),16: 3pm (3pm-4pm),227,2419,2640,12.3,13.2,17,18,4.015,0.012,0.140,0.243,0.198,0.116,0.081,0.058,0.035,0.012,0.047,0.000,0.023,0.000,0.023,0.012,0.000,0.000,0.000,0.174,0.359,0.279,0.105,0.035,0.012,0.012,0.000,0.012,0.012,0.000,0.000,0.116,0.592,0.233,0.035,0.012,0.000,0.012,0.000,0.093,0.383,0.163,0.163,0.070,0.128
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),17: 4pm (4pm-5pm),206,2511,2585,14.4,14.5,19,19,3.438,0.049,0.122,0.269,0.183,0.098,0.085,0.073,0.037,0.024,0.012,0.012,0.012,0.000,0.000,0.000,0.024,0.000,0.012,0.110,0.354,0.366,0.122,0.000,0.012,0.000,0.000,0.000,0.012,0.000,0.012,0.049,0.597,0.293,0.049,0.000,0.012,0.000,0.000,0.183,0.292,0.220,0.183,0.061,0.061
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),18: 5pm (5pm-6pm),194,2947,3033,20.3,19.4,19,18,3.214,0.027,0.133,0.255,0.200,0.093,0.093,0.053,0.027,0.000,0.013,0.040,0.000,0.000,0.000,0.013,0.053,0.000,0.000,0.147,0.480,0.227,0.053,0.013,0.000,0.013,0.000,0.000,0.000,0.000,0.067,0.133,0.561,0.213,0.053,0.027,0.013,0.000,0.000,0.213,0.399,0.107,0.107,0.107,0.067
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),19: 6pm (6pm-7pm),153,2558,2579,12.5,13.3,18,19,2.763,0.000,0.129,0.259,0.226,0.161,0.065,0.016,0.032,0.032,0.016,0.016,0.000,0.016,0.000,0.032,0.000,0.000,0.000,0.081,0.500,0.290,0.065,0.016,0.000,0.016,0.016,0.016,0.000,0.000,0.000,0.113,0.500,0.323,0.048,0.016,0.000,0.000,0.000,0.226,0.485,0.177,0.048,0.048,0.016
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),20: 7pm (7pm-8pm),219,2358,2536,11.1,12.2,18,18,3.260,0.000,0.115,0.256,0.231,0.141,0.090,0.038,0.064,0.013,0.013,0.013,0.013,0.000,0.000,0.013,0.000,0.000,0.000,0.103,0.410,0.359,0.064,0.038,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.103,0.538,0.295,0.064,0.000,0.000,0.000,0.000,0.321,0.384,0.141,0.038,0.026,0.090
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),21: 8pm (8pm-9pm),115,3797,3586,29.3,26.7,23,22,3.493,0.000,0.057,0.227,0.086,0.114,0.143,0.086,0.086,0.029,0.086,0.000,0.029,0.000,0.000,0.000,0.057,0.000,0.000,0.086,0.200,0.370,0.143,0.057,0.029,0.029,0.029,0.000,0.000,0.000,0.057,0.057,0.457,0.343,0.057,0.029,0.057,0.000,0.000,0.171,0.372,0.200,0.114,0.057,0.086
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),22: 9pm (9pm-10pm),30,1737,2144,9.6,10.4,20,18,4.042,0.000,0.091,0.363,0.273,0.091,0.000,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.182,0.363,0.364,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.091,0.454,0.273,0.182,0.000,0.000,0.000,0.000,0.000,0.636,0.091,0.091,0.000,0.182
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),23: 10pm (10pm-11pm),22,2511,2855,13.5,13.5,19,18,4.284,0.000,0.000,0.445,0.222,0.000,0.000,0.111,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.445,0.333,0.111,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.667,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.445,0.111,0.222,0.111,0.111
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,5: Friday (F-F),24: 11pm (11pm-12am),14,3191,2881,27.0,24.5,21,23,2.721,0.000,0.000,0.666,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.167,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.167,0.499,0.000,0.167,0.167,0.000,0.000,0.000,0.167,0.666,0.000,0.000,0.167,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),00: All Day (12am-12am),4342,2969,3049,19.0,19.2,19,19,3.239,0.015,0.127,0.205,0.187,0.137,0.079,0.051,0.042,0.032,0.022,0.022,0.017,0.011,0.011,0.006,0.036,0.001,0.003,0.109,0.412,0.246,0.087,0.032,0.019,0.030,0.019,0.010,0.004,0.003,0.025,0.106,0.501,0.266,0.101,0.018,0.006,0.001,0.001,0.306,0.356,0.133,0.093,0.052,0.060
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),01: 12am (12am-1am),10,4214,4214,45.0,45.0,25,25,2.562,0.000,0.250,0.250,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.500,0.250,0.000,0.250,0.000,0.000,0.000,0.250,0.500,0.250,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),03: 2am (2am-3am),2,1924,1924,8.6,8.6,16,16,1.860,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),04: 3am (3am-4am),37,2480,2480,19.6,19.6,23,23,2.337,0.000,0.000,0.538,0.154,0.000,0.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.000,0.000,0.000,0.000,0.000,0.538,0.231,0.077,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.000,0.615,0.154,0.154,0.077,0.000,0.000,0.000,0.308,0.615,0.000,0.000,0.077,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),05: 4am (4am-5am),321,2424,2422,16.7,16.7,21,21,2.495,0.000,0.155,0.276,0.264,0.163,0.047,0.016,0.000,0.008,0.016,0.016,0.016,0.000,0.000,0.000,0.023,0.000,0.000,0.016,0.540,0.264,0.085,0.039,0.016,0.000,0.016,0.008,0.000,0.000,0.016,0.039,0.487,0.264,0.178,0.016,0.016,0.000,0.000,0.341,0.526,0.078,0.039,0.008,0.008
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),06: 5am (5am-6am),317,2333,2353,14.0,14.0,20,20,2.460,0.009,0.129,0.291,0.216,0.155,0.060,0.052,0.026,0.017,0.009,0.000,0.009,0.009,0.009,0.009,0.000,0.000,0.000,0.086,0.508,0.250,0.043,0.026,0.052,0.009,0.009,0.000,0.000,0.017,0.000,0.078,0.543,0.198,0.164,0.017,0.000,0.000,0.000,0.414,0.474,0.034,0.043,0.009,0.026
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),07: 6am (6am-7am),55,2281,2281,12.6,12.6,19,19,3.034,0.000,0.000,0.577,0.211,0.053,0.000,0.000,0.053,0.053,0.000,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.053,0.630,0.211,0.000,0.000,0.053,0.053,0.000,0.000,0.000,0.000,0.000,0.053,0.579,0.263,0.105,0.000,0.000,0.000,0.000,0.105,0.368,0.421,0.053,0.053,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),08: 7am (7am-8am),54,4324,4324,41.3,41.3,26,26,2.427,0.000,0.118,0.233,0.118,0.059,0.059,0.059,0.118,0.000,0.059,0.000,0.118,0.000,0.000,0.000,0.059,0.000,0.000,0.000,0.352,0.294,0.118,0.000,0.059,0.059,0.000,0.059,0.000,0.000,0.059,0.059,0.294,0.411,0.118,0.059,0.059,0.000,0.000,0.294,0.470,0.118,0.118,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),09: 8am (8am-9am),103,3054,3043,18.5,18.3,19,19,3.009,0.000,0.139,0.139,0.167,0.221,0.028,0.111,0.028,0.000,0.000,0.083,0.028,0.056,0.000,0.000,0.000,0.000,0.000,0.083,0.445,0.250,0.083,0.000,0.000,0.083,0.000,0.000,0.056,0.000,0.000,0.167,0.444,0.222,0.111,0.056,0.000,0.000,0.000,0.444,0.389,0.111,0.028,0.000,0.028
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),10: 9am (9am-10am),151,3040,3233,18.3,19.1,19,19,4.581,0.052,0.121,0.069,0.172,0.155,0.121,0.086,0.052,0.069,0.034,0.000,0.000,0.000,0.017,0.000,0.052,0.000,0.000,0.138,0.397,0.293,0.069,0.017,0.000,0.000,0.034,0.000,0.000,0.000,0.052,0.224,0.450,0.241,0.034,0.034,0.000,0.000,0.017,0.276,0.448,0.138,0.017,0.000,0.121
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),11: 10am (10am-11am),297,3439,3511,22.1,22.6,19,20,2.688,0.000,0.036,0.173,0.266,0.118,0.136,0.036,0.036,0.036,0.027,0.018,0.027,0.009,0.018,0.000,0.064,0.000,0.000,0.064,0.411,0.227,0.109,0.027,0.045,0.027,0.036,0.000,0.009,0.009,0.036,0.155,0.417,0.273,0.155,0.000,0.000,0.000,0.000,0.409,0.364,0.100,0.027,0.027,0.073
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),12: 11am (11am-12noon),301,3028,3172,19.4,19.8,20,20,3.016,0.018,0.124,0.168,0.142,0.183,0.106,0.053,0.035,0.027,0.009,0.027,0.018,0.027,0.027,0.018,0.018,0.000,0.000,0.142,0.307,0.301,0.115,0.027,0.009,0.018,0.027,0.018,0.009,0.000,0.027,0.071,0.548,0.248,0.106,0.009,0.018,0.000,0.000,0.407,0.230,0.133,0.124,0.053,0.053
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),13: 12pm (12noon-1pm),282,3173,3130,21.6,20.9,21,20,2.805,0.010,0.188,0.167,0.177,0.125,0.063,0.083,0.021,0.010,0.021,0.021,0.021,0.010,0.021,0.010,0.052,0.000,0.010,0.104,0.409,0.208,0.125,0.010,0.000,0.042,0.031,0.010,0.010,0.010,0.031,0.063,0.520,0.313,0.094,0.000,0.010,0.000,0.000,0.334,0.333,0.156,0.104,0.031,0.042
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),14: 1pm (1pm-2pm),395,3819,3798,30.1,29.1,21,21,3.150,0.015,0.140,0.230,0.059,0.110,0.088,0.110,0.029,0.007,0.029,0.029,0.044,0.000,0.000,0.022,0.088,0.007,0.000,0.147,0.310,0.199,0.132,0.029,0.007,0.044,0.015,0.029,0.000,0.007,0.074,0.074,0.478,0.294,0.088,0.044,0.022,0.000,0.000,0.383,0.213,0.125,0.154,0.051,0.074
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),15: 2pm (2pm-3pm),426,3063,3013,18.0,17.4,18,18,3.551,0.026,0.157,0.175,0.144,0.163,0.085,0.039,0.052,0.033,0.026,0.020,0.020,0.007,0.013,0.007,0.033,0.000,0.000,0.196,0.307,0.319,0.039,0.046,0.026,0.020,0.007,0.007,0.007,0.000,0.026,0.150,0.497,0.255,0.072,0.026,0.000,0.000,0.000,0.183,0.294,0.190,0.183,0.098,0.052
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),16: 3pm (3pm-4pm),347,3074,3439,20.1,21.3,20,20,4.216,0.017,0.126,0.193,0.143,0.101,0.076,0.050,0.042,0.067,0.017,0.067,0.017,0.034,0.008,0.000,0.042,0.000,0.000,0.134,0.338,0.218,0.092,0.034,0.050,0.067,0.042,0.000,0.008,0.000,0.017,0.101,0.462,0.286,0.126,0.025,0.000,0.000,0.000,0.261,0.252,0.109,0.151,0.118,0.109
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),17: 4pm (4pm-5pm),275,2828,2944,15.7,15.7,18,18,3.336,0.032,0.151,0.172,0.202,0.108,0.097,0.022,0.075,0.043,0.011,0.000,0.000,0.022,0.022,0.011,0.032,0.000,0.011,0.118,0.439,0.280,0.065,0.011,0.000,0.022,0.032,0.011,0.000,0.000,0.011,0.161,0.506,0.290,0.032,0.000,0.011,0.000,0.000,0.194,0.386,0.151,0.118,0.097,0.054
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),18: 5pm (5pm-6pm),274,2958,3172,19.5,20.7,19,19,3.257,0.030,0.119,0.168,0.176,0.178,0.079,0.030,0.050,0.050,0.030,0.040,0.000,0.000,0.000,0.000,0.050,0.000,0.020,0.129,0.395,0.228,0.079,0.020,0.020,0.059,0.000,0.010,0.000,0.000,0.040,0.109,0.544,0.208,0.119,0.020,0.000,0.000,0.000,0.347,0.257,0.149,0.099,0.069,0.079
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),19: 6pm (6pm-7pm),221,2637,2685,14.4,14.5,19,19,3.469,0.011,0.149,0.161,0.268,0.103,0.046,0.057,0.103,0.046,0.011,0.023,0.011,0.011,0.000,0.000,0.000,0.000,0.000,0.103,0.496,0.184,0.103,0.057,0.000,0.034,0.023,0.000,0.000,0.000,0.000,0.149,0.485,0.264,0.080,0.011,0.000,0.011,0.000,0.310,0.415,0.103,0.057,0.046,0.069
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),20: 7pm (7pm-8pm),302,2537,2615,12.6,13.3,17,18,3.929,0.000,0.121,0.234,0.244,0.150,0.056,0.047,0.037,0.047,0.037,0.000,0.009,0.000,0.009,0.000,0.009,0.000,0.000,0.103,0.459,0.280,0.065,0.056,0.009,0.009,0.000,0.019,0.000,0.000,0.000,0.131,0.533,0.299,0.037,0.000,0.000,0.000,0.000,0.178,0.476,0.159,0.056,0.056,0.075
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),21: 8pm (8pm-9pm),92,3275,3266,18.5,18.2,20,20,3.787,0.031,0.094,0.125,0.217,0.125,0.063,0.094,0.031,0.063,0.094,0.000,0.000,0.000,0.000,0.000,0.063,0.000,0.000,0.063,0.343,0.219,0.156,0.156,0.000,0.063,0.000,0.000,0.000,0.000,0.000,0.000,0.531,0.438,0.031,0.000,0.000,0.000,0.000,0.031,0.437,0.219,0.094,0.063,0.156
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),22: 9pm (9pm-10pm),44,2504,2507,10.9,11.1,14,15,2.949,0.000,0.000,0.300,0.300,0.150,0.150,0.000,0.050,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.700,0.150,0.050,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.150,0.700,0.100,0.050,0.000,0.000,0.000,0.000,0.200,0.400,0.200,0.100,0.100,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),23: 10pm (10pm-11pm),21,4117,4117,29.9,29.9,21,21,2.066,0.100,0.100,0.300,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.100,0.100,0.000,0.100,0.000,0.000,0.200,0.400,0.000,0.000,0.000,0.000,0.100,0.200,0.100,0.000,0.000,0.000,0.000,0.400,0.400,0.200,0.000,0.000,0.000,0.000,0.600,0.200,0.200,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,6: Saturday (Sa-Sa),24: 11pm (11pm-12am),15,2797,3126,13.9,15.8,19,19,6.283,0.000,0.143,0.143,0.143,0.000,0.143,0.000,0.285,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.428,0.143,0.429,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.714,0.286,0.000,0.000,0.000,0.000,0.000,0.143,0.143,0.571,0.000,0.000,0.143
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,7: Sunday (Su-Su),00: All Day (12am-12am),3939,3051,3061,19.8,19.4,20,20,3.275,0.010,0.120,0.206,0.182,0.130,0.094,0.070,0.047,0.030,0.020,0.020,0.011,0.012,0.011,0.003,0.034,0.000,0.000,0.084,0.417,0.261,0.107,0.033,0.013,0.029,0.018,0.008,0.002,0.002,0.026,0.087,0.507,0.285,0.085,0.027,0.009,0.000,0.000,0.282,0.390,0.127,0.089,0.042,0.070
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,7: Sunday (Su-Su),02: 1am (1am-2am),13,3203,3371,27.2,24.8,31,27,2.545,0.000,0.000,0.000,0.000,0.250,0.500,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.500,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.500,0.250,0.000,0.000,0.000,0.000,0.500,0.250,0.000,0.000,0.250,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,7: Sunday (Su-Su),03: 2am (2am-3am),3,5051,5051,56.5,56.5,40,40,1.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,7: Sunday (Su-Su),04: 3am (3am-4am),61,3901,3901,38.3,38.3,26,26,2.000,0.000,0.237,0.143,0.190,0.095,0.000,0.048,0.000,0.000,0.048,0.048,0.000,0.048,0.095,0.000,0.048,0.000,0.000,0.048,0.523,0.095,0.000,0.000,0.048,0.095,0.048,0.095,0.000,0.000,0.048,0.000,0.333,0.333,0.286,0.000,0.048,0.000,0.000,0.476,0.524,0.000,0.000,0.000,0.000
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,7: Sunday (Su-Su),05: 4am (4am-5am),260,2514,2497,16.4,16.3,22,22,2.414,0.000,0.104,0.358,0.243,0.130,0.052,0.017,0.009,0.009,0.017,0.026,0.000,0.009,0.009,0.000,0.017,0.000,0.000,0.009,0.548,0.296,0.052,0.017,0.000,0.035,0.000,0.017,0.000,0.009,0.017,0.043,0.462,0.339,0.104,0.043,0.009,0.000,0.000,0.357,0.530,0.087,0.017,0.000,0.009
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,7: Sunday (Su-Su),06: 5am (5am-6am),191,2836,2865,24.0,24.1,22,23,2.876,0.000,0.132,0.264,0.250,0.092,0.066,0.092,0.026,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.039,0.000,0.000,0.039,0.449,0.289,0.066,0.053,0.026,0.039,0.000,0.000,0.000,0.000,0.039,0.026,0.540,0.237,0.132,0.026,0.039,0.000,0.000,0.303,0.514,0.118,0.013,0.013,0.039
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,7: Sunday (Su-Su),07: 6am (6am-7am),45,3289,3193,22.1,21.5,23,23,3.940,0.000,0.000,0.266,0.133,0.067,0.133,0.067,0.200,0.000,0.067,0.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.399,0.267,0.067,0.067,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.133,0.467,0.067,0.200,0.133,0.000,0.000,0.000,0.466,0.400,0.067,0.000,0.000,0.067
All Vehicles - StL All Vehicles Volume,Trip Pass-Through,,Bottom of Mountain,yes,73,no,7: Sunday (Su-Su),08: 7am (7am-8am),43,3299,3689,18.3,19.9,19,18,5.309,0.000,0.000,0.071,0.288,0.143,0.071,0.143,0.071,0.000,0.071,0.071,0.000,0.000,0.071,0.000,0.000,0.000,0.000,0.000,0.502,0.071,0.214,0.071,0.071,0.000,0.071,0.000,0.000,0.000,0.000,0.143,0.500,0.214,0.143,0.000,0.000,0.000,0.000,0.214,0.357,0.286,0.000,0.000,0.143
